RTO4 ID	Orthogroup	Combined Annotations	Essential	Conserved Basidiomycete Essential	insert / kb	mapped inserts	ambiguously mapping inserts	total inserts	Sc Essential	An Essential	Cn Essential	Sp Essential	Nc Het	TotEssential
13927	RTO3OG4028	KOG2406: MADS box transcription factor	Yes	no	0	0	0	0	0	0	0	1	1	2
10098	RTO3OG4129	KOG4708: Mitochondrial ribosomal protein MRP17	Yes	no	0	0	0	0	0	0	0	1	1	2
15363	RTO3OG4160	K15323: TSEN34; tRNA-splicing endonuclease subunit Sen34	Yes	no	0	0	0	0	1	0	0	1	0	2
13675	RTO3OG4168	KOG3769: Ribonuclease III domain proteins	Yes	no	0	0	0	0	0	0	0	1	1	2
16007	RTO3OG4205	K11095: SNRPC; U1 small nuclear ribonucleoprotein C	Yes	no	0	0	0	0	0	0	0	1	1	2
8464	RTO3OG4207	"KOG4031: Vesicle coat protein clathrin, light chain"	Yes	no	0	0	0	0	0	0	0	1	1	2
10330	RTO3OG4247	K00133: asd; aspartate-semialdehyde dehydrogenase	Yes	no	0	0	0	0	0	0	0	1	1	2
9001	RTO3OG4367	"K14575: AFG2, DRG1, SPATA5; AAA family ATPase"	Yes	no	0	0	0	0	1	0	0	1	0	2
15444	RTO3OG4373	K17413: MRPS35; small subunit ribosomal protein S35	Yes	no	0	0	0	0	0	0	0	1	1	2
16588	RTO3OG4473	KOG3894: SNARE protein Syntaxin 18/UFE1	Yes	no	0	0	0	0	0	0	0	1	1	2
9407	RTO3OG5015	K18723: GLE1; nucleoporin GLE1	Yes	no	0	0	0	0	1	0	0	1	0	2
10802	RTO3OG5206	HMMPfam:ATP synthase subunit H:PF05493	Yes	no	0	0	0	0	0	0	0	1	1	2
14681	RTO3OG1757	"K10592: HUWE1, MULE, ARF-BP1; E3 ubiquitin-protein ligase HUWE1"	Yes	no	0.16	2	0	2	0	0	0	1	1	2
16790	RTO3OG2439	K06675: SMC4; structural maintenance of chromosome 4	Yes	no	0.163	1	0	1	1	0	0	1	0	2
9933	RTO3OG4322	KOG1860: Nuclear protein export factor	Yes	no	0.204	1	0	1	0	1	0	1	0	2
16480	RTO3OG3251	K14772: UTP20; U3 small nucleolar RNA-associated protein 20	Yes	no	0.223	2	0	2	1	0	0	0	1	2
11544	RTO3OG2424	"K17301: COPB1, SEC26; coatomer subunit beta"	Yes	no	0.248	1	0	1	1	0	0	1	0	2
15309	RTO3OG1179	"K02154: ATPeV0A, ATP6N; V-type H+-transporting ATPase subunit a"	Yes	no	0.274	1	0	1	0	0	0	1	1	2
15089	RTO3OG3034	"K14554: UTP21, WDR36; U3 small nucleolar RNA-associated protein 21"	Yes	no	0.286	1	0	1	1	0	0	1	0	2
9262	RTO3OG2684	K01694: TRP; tryptophan synthase	Yes	no	0.323	1	0	1	0	0	0	1	1	2
15631	RTO3OG1251	"K00615: E2.2.1.1, tktA, tktB; transketolase"	Yes	no	0.351	1	0	1	0	0	0	1	1	2
10403	RTO3OG2867	"K14824: ERB1, BOP1; ribosome biogenesis protein ERB1"	Yes	no	0.352	1	0	1	1	0	0	1	0	2
9206	RTO3OG2806	K06628: CDC45; cell division control protein 45	Yes	no	0.364	1	0	1	1	0	0	1	0	2
9550	RTO3OG2965	"K12816: CDC40, PRP17; pre-mRNA-processing factor 17"	Yes	no	0.37	1	0	1	1	0	0	0	1	2
13286	RTO3OG2207	K00327: POR; NADPH-ferrihemoprotein reductase	Yes	no	0.383	1	0	1	1	0	0	0	1	2
14167	RTO3OG2160	"K09540: SEC63, DNAJC23; translocation protein SEC63"	Yes	no	0.4	1	0	1	1	0	0	0	1	2
9384	RTO3OG2574	K14833: NOC2; nucleolar complex protein 2	Yes	no	0.4	1	0	1	1	0	0	1	0	2
14077	RTO3OG3407	K06647: MBP1; transcription factor MBP1	Yes	no	0.4	1	0	1	0	0	0	1	1	2
10859	RTO3OG1869	K12837: U2AF2; splicing factor U2AF 65 kDa subunit	Yes	no	0.411	1	0	1	0	0	0	1	1	2
14363	RTO3OG2327	K14539: LSG1; large subunit GTPase 1	Yes	no	0.413	1	0	1	1	0	0	0	1	2
9539	RTO3OG2021	"K07277: SAM50, TOB55, bamA; outer membrane protein insertion porin family"	Yes	no	0.415	1	0	1	1	0	0	1	0	2
14112	RTO3OG2040	KOG0250: DNA repair protein RAD18 (SMC family protein)	Yes	no	0.419	2	0	2	0	0	0	1	1	2
10689	RTO3OG2799	"K14807: DDX51, DBP6; ATP-dependent RNA helicase DDX51/DBP6"	Yes	no	0.422	1	0	1	1	0	0	1	0	2
13464	RTO3OG2360	"K11292: SUPT6H, SPT6; transcription elongation factor SPT6"	Yes	no	0.423	2	0	2	1	0	0	0	1	2
11102	RTO3OG2809	"K14779: DDX52, ROK1; ATP-dependent RNA helicase DDX52/ROK1"	Yes	no	0.424	1	0	1	1	0	0	0	1	2
12843	RTO3OG1960	K05917: CYP51; sterol 14-demethylase	Yes	no	0.431	1	0	1	1	0	0	1	0	2
12819	RTO3OG2243	"K03355: APC8, CDC23; anaphase-promoting complex subunit 8"	Yes	no	0.437	1	0	1	1	0	0	1	0	2
14662	RTO3OG3086	K00928: lysC; aspartate kinase	Yes	no	0.445	1	0	1	0	0	1	1	0	2
10526	RTO3OG3268	"K14550: UTP10, HEATR1; U3 small nucleolar RNA-associated protein 10"	Yes	no	0.447	3	0	3	1	0	0	1	0	2
12166	RTO3OG2876	"K14771: NOC4, UTP19; U3 small nucleolar RNA-associated protein 19"	Yes	no	0.448	1	0	1	1	0	0	1	0	2
15518	RTO3OG3250	"K01874: MARS, metG; methionyl-tRNA synthetase"	Yes	no	0.46	1	0	1	0	0	0	1	1	2
14701	RTO3OG1764	K08852: ERN1; serine/threonine-protein kinase/endoribonuclease IRE1	Yes	no	0.465	2	0	2	0	1	0	0	1	2
9633	RTO3OG4390	K14861: URB1; nucleolar pre-ribosomal-associated protein 1	Yes	no	0.474	3	0	3	0	0	0	1	1	2
12085	RTO3OG2573	"K03979: obgE, cgtA; GTPase"	Yes	no	0.477	1	0	1	0	0	0	1	1	2
12318	RTO3OG1638	K03456: PPP2R1; serine/threonine-protein phosphatase 2A regulatory subunit A	Yes	no	0.492	1	0	1	0	0	0	1	1	2
15986	RTO3OG2952	K14549: UTP15; U3 small nucleolar RNA-associated protein 15	Yes	no	0.509	1	0	1	1	0	0	0	1	2
12671	RTO3OG1846	K14005: SEC31; protein transport protein SEC31	Yes	no	0.513	3	0	3	1	0	0	0	1	2
16054	RTO3OG2526	"K06185: ABCF2; ATP-binding cassette, subfamily F, member 2"	Yes	no	0.514	1	0	1	1	0	0	0	1	2
10228	RTO3OG2883	K02259: COX15; cytochrome c oxidase assembly protein subunit 15	Yes	no	0.518	1	0	1	0	0	0	1	1	2
9444	RTO3OG2326	K02324: POLE1; DNA polymerase epsilon subunit 1	Yes	no	0.52	4	0	4	1	0	0	1	0	2
11202	RTO3OG2388	K01001: ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	Yes	no	0.531	1	0	1	1	0	0	1	0	2
13702	RTO3OG1692	"K14563: NOP1, FBL; rRNA 2'-O-methyltransferase fibrillarin"	Yes	no	0.545	1	0	1	1	0	0	0	1	2
16410	RTO3OG4452	"K17408: DAP3, MRPS29; small subunit ribosomal protein S29"	Yes	no	0.548	1	0	1	0	0	0	1	1	2
11145	RTO3OG1205	"K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase"	Yes	no	0.589	1	0	1	0	0	0	1	1	2
16051	RTO3OG2788	K02542: MCM6; DNA replication licensing factor MCM6	Yes	no	0.59	2	0	2	1	0	0	1	0	2
9776	RTO3OG1771	"K02936: RP-L7Ae, RPL7A; large subunit ribosomal protein L7Ae"	Yes	no	0.602	1	0	1	0	0	0	1	1	2
12100	RTO3OG2830	K02541: MCM3; DNA replication licensing factor MCM3	Yes	no	0.616	2	0	2	1	0	0	1	0	2
9751	RTO3OG3849	"HMMPfam:Nse4 C-terminal:PF08743,HMMPfam:Binding domain of Nse4/EID3 to Nse3-MAGE:PF15412"	Yes	no	0.625	1	0	1	1	0	0	1	0	2
13231	RTO3OG2379	KOG0645: WD40 repeat protein	Yes	no	0.637	1	0	1	1	0	0	0	1	2
12323	RTO3OG2138	"K02355: fusA, GFM, EFG; elongation factor G"	Yes	no	0.641	2	0	2	0	0	0	1	1	2
10527	RTO3OG1517	K03263: EIF5A; translation initiation factor 5A	Yes	no	0.657	1	0	1	1	0	0	0	1	2
15533	RTO3OG3281	"K01867: WARS, trpS; tryptophanyl-tRNA synthetase"	Yes	no	0.657	1	0	1	0	0	0	1	1	2
13432	RTO3OG1456	K00286: proC; pyrroline-5-carboxylate reductase	Yes	no	0.678	1	0	1	1	0	0	1	0	2
13198	RTO3OG1914	"K03066: PSMC5, RPT6; 26S proteasome regulatory subunit T6"	Yes	no	0.679	1	0	1	1	0	0	0	1	2
14971	RTO3OG2246	"K02149: ATPeV1D, ATP6M; V-type H+-transporting ATPase subunit D"	Yes	no	0.681	1	0	1	0	0	0	1	1	2
8954	RTO3OG3014	"K20291: COG4, COD1; conserved oligomeric Golgi complex subunit 4"	Yes	no	0.697	2	0	2	1	0	0	1	0	2
16528	RTO3OG1640	"K01873: VARS, valS; valyl-tRNA synthetase"	Yes	no	0.714	3	0	3	1	0	0	1	0	2
11117	RTO3OG2026	"K02146: ATPeV0D, ATP6D; V-type H+-transporting ATPase subunit d"	Yes	no	0.718	1	0	1	0	0	0	1	1	2
14179	RTO3OG2061	"K01599: hemE, UROD; uroporphyrinogen decarboxylase"	Yes	no	0.728	1	0	1	1	0	0	0	1	2
9422	RTO3OG1864	"K09419: HSFF; heat shock transcription factor, other eukaryote"	Yes	no	0.729	2	0	2	1	0	0	1	0	2
9979	RTO3OG2185	K04708: E1.1.1.102; 3-dehydrosphinganine reductase	Yes	no	0.733	1	0	1	1	0	0	1	0	2
14244	RTO3OG2877	"K14537: NUG2, GNL2; nuclear GTP-binding protein"	Yes	no	0.733	2	0	2	1	0	0	0	1	2
14127	RTO3OG3633	K14769: UTP11; U3 small nucleolar RNA-associated protein 11	Yes	no	0.737	1	0	1	1	0	0	1	0	2
12581	RTO3OG1398	"K01673: cynT, can; carbonic anhydrase"	Yes	no	0.743	1	0	1	0	0	0	1	1	2
12485	RTO3OG1891	K15728: LPIN; phosphatidate phosphatase LPIN	Yes	no	0.75	3	0	3	0	0	0	1	1	2
15496	RTO3OG2044	"K00939: adk, AK; adenylate kinase"	Yes	no	0.759	1	0	1	1	0	0	1	0	2
9022	RTO3OG2365	"K14809: DDX55, SPB4; ATP-dependent RNA helicase DDX55/SPB4"	Yes	no	0.76	2	0	2	1	0	0	1	0	2
16080	RTO3OG4658	"K12586: RRP43, EXOSC8, OIP2; exosome complex component RRP43"	Yes	no	0.76	1	0	1	0	0	0	1	1	2
12466	RTO3OG4212	K19950: SEC9; protein transport protein SEC9	Yes	no	0.767	1	0	1	1	0	0	1	0	2
13740	RTO3OG2553	"K04487: iscS, NFS1; cysteine desulfurase"	Yes	no	0.77	2	0	2	1	0	0	0	1	2
16032	RTO3OG1240	K07904: RAB11A; Ras-related protein Rab-11A	Yes	no	0.784	1	0	1	0	0	0	1	1	2
12319	RTO3OG3255	"K02967: RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2"	Yes	no	0.795	1	0	1	0	0	0	1	1	2
16400	RTO3OG2027	K14007: SEC24; protein transport protein SEC24	Yes	no	0.811	3	0	3	0	0	0	1	1	2
9622	RTO3OG1870	"K02150: ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E"	Yes	no	0.816	1	0	1	0	0	0	1	1	2
14891	RTO3OG2201	K14567: UTP14; U3 small nucleolar RNA-associated protein 14	Yes	no	0.821	3	0	3	1	0	0	1	0	2
8463	RTO3OG2959	"K14408: CSTF3, RNA14; cleavage stimulation factor subunit 3"	Yes	no	0.826	3	0	3	1	0	0	1	0	2
16475	RTO3OG1522	"K01937: pyrG, CTPS; CTP synthase"	Yes	no	0.826	2	0	2	0	0	0	1	1	2
15984	RTO3OG1181	"K00706: E2.4.1.34; 1,3-beta-glucan synthase"	Yes	no	0.844	5	0	5	0	0	1	1	0	2
11984	RTO3OG3831	"K11600: RRP41, EXOSC4, SKI6; exosome complex component RRP41"	Yes	no	0.858	1	0	1	0	0	0	1	1	2
14057	RTO3OG4469	KOG4206: Spliceosomal protein snRNP-U1A/U2B	Yes	no	0.865	1	0	1	0	0	0	1	1	2
9589	RTO3OG2450	"K01810: GPI, pgi; glucose-6-phosphate isomerase"	Yes	no	0.875	2	0	2	1	0	0	1	0	2
10588	RTO3OG1312	K14411: MSI; RNA-binding protein Musashi	Yes	no	0.891	2	0	2	1	0	0	1	0	2
11671	RTO3OG2723	K03249: EIF3F; translation initiation factor 3 subunit F	Yes	no	0.908	1	0	1	0	0	0	1	1	2
9894	RTO3OG1577	"K02880: RP-L17e, RPL17; large subunit ribosomal protein L17e"	Yes	no	0.912	1	0	1	1	0	0	0	1	2
11025	RTO3OG1156	"K02155: ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit"	Yes	no	0.922	1	0	1	0	0	0	1	1	2
15252	RTO3OG2451	"K00943: tmk, DTYMK; dTMP kinase"	Yes	no	0.931	1	0	1	1	0	0	1	0	2
12850	RTO3OG3005	"K03144: TFIIH4, GTF2H4, TFB2; transcription initiation factor TFIIH subunit 4"	Yes	no	0.936	2	0	2	1	0	0	0	1	2
12662	RTO3OG3376	"K08851: TP53RK, PRPK, BUD32; TP53 regulating kinase and related kinases"	Yes	no	0.937	1	0	1	0	1	0	1	0	2
15414	RTO3OG1310	K01341: KEX2; kexin	Yes	no	0.941	3	0	3	0	0	0	1	1	2
15259	RTO3OG1858	KOG2104: Nuclear transport factor 2	Yes	no	0.943	1	0	1	1	0	0	1	0	2
13269	RTO3OG2045	K03163: TOP1; DNA topoisomerase I	Yes	no	0.945	3	0	3	0	0	1	0	1	2
11375	RTO3OG1681	"K15119: SLC25A39_40; solute carrier family 25, member 39/40"	Yes	no	0.958	2	0	2	0	0	0	1	1	2
8469	RTO3OG4934	K18719: NUP82; nucleoporin NUP82	Yes	no	0.962	3	0	3	0	1	0	0	1	2
14434	RTO3OG2001	"K20363: YIP1, YIPF5; protein transport protein YIP1"	Yes	no	0.976	1	0	1	1	0	0	1	0	2
11403	RTO3OG2378	"K03661: ATPeV0B, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit"	Yes	no	1.007	1	0	1	0	0	0	1	1	2
14885	RTO3OG2486	K12879: THOC2; THO complex subunit 2	Yes	no	1.011	7	0	7	0	0	0	1	1	2
9910	RTO3OG4677	"K01834: PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"	Yes	no	1.018	1	0	1	1	0	0	1	0	2
13380	RTO3OG2455	"K01886: QARS, glnS; glutaminyl-tRNA synthetase"	Yes	no	1.019	3	0	3	1	0	0	1	0	2
12295	RTO3OG4995	K10734: GINS3; GINS complex subunit 3	Yes	no	1.019	1	0	1	1	0	0	1	0	2
9210	RTO3OG2508	"K02148: ATPeV1C, ATP6C; V-type H+-transporting ATPase subunit C"	Yes	no	1.043	2	0	2	0	0	0	1	1	2
13318	RTO3OG3331	"K02878: RP-L16, MRPL16, rplP; large subunit ribosomal protein L16"	Yes	no	1.059	1	0	1	0	0	0	1	1	2
11826	RTO3OG2798	"K03857: PIGA, GPI3; phosphatidylinositol glycan, class A"	Yes	no	1.062	2	0	2	1	0	0	1	0	2
13939	RTO3OG3829	"K14546: UTP5, WDR43; U3 small nucleolar RNA-associated protein 5"	Yes	no	1.071	3	0	3	1	0	0	1	0	2
9349	RTO3OG2655	"K11097: SNRPE, SME; small nuclear ribonucleoprotein E"	Yes	no	1.089	1	0	1	1	0	0	1	0	2
14467	RTO3OG3612	"KOG3091: Nuclear pore complex, p54 component (sc Nup57)"	Yes	no	1.126	2	0	2	1	0	0	1	0	2
16130	RTO3OG2609	"K20302: TRAPPC3, BET3; trafficking protein particle complex subunit 3"	Yes	no	1.136	1	0	1	1	0	0	1	0	2
15821	RTO3OG2254	"K14407: CSTF2, RNA15; cleavage stimulation factor subunit 2"	Yes	no	1.138	2	0	2	1	0	0	1	0	2
16178	RTO3OG2273	"K02358: tuf, TUFM; elongation factor Tu"	Yes	no	1.156	2	0	2	0	0	0	1	1	2
11114	RTO3OG2848	K00859: coaE; dephospho-CoA kinase	Yes	no	1.159	1	0	1	1	0	0	1	0	2
14861	RTO3OG2735	"K20301: TRAPPC2, TRS20; trafficking protein particle complex subunit 2"	Yes	no	1.195	1	0	1	1	0	0	1	0	2
16372	RTO3OG4270	K06648: SWI6; regulatory protein SWI6	Yes	no	1.222	3	0	3	1	0	0	1	0	2
16396	RTO3OG3069	K06100: SYMPK; symplekin	Yes	no	1.223	5	0	5	1	0	0	1	0	2
10627	RTO3OG3827	"K02933: RP-L6, MRPL6, rplF; large subunit ribosomal protein L6"	Yes	no	1.229	1	0	1	0	0	0	1	1	2
9567	RTO3OG3012	K02325: POLE2; DNA polymerase epsilon subunit 2	Yes	no	1.25	3	0	3	1	0	0	1	0	2
12838	RTO3OG2881	"K05292: PIGT; phosphatidylinositol glycan, class T"	Yes	no	1.252	2	0	2	1	0	0	1	0	2
15167	RTO3OG1662	"K00033: PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase"	Yes	no	1.253	3	1	4	0	0	0	1	1	2
12734	RTO3OG1532	K11650: SMARCD; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D	Yes	no	1.322	3	0	3	1	0	0	0	1	2
14947	RTO3OG2210	"KOG0871: Class 2 transcription repressor NC2, beta subunit (Dr1)"	Yes	no	1.351	1	0	1	1	0	0	1	0	2
15184	RTO3OG1751	"K02437: gcvH, GCSH; glycine cleavage system H protein"	Yes	no	1.383	1	0	1	0	0	0	1	1	2
10139	RTO3OG2559	"K14312: NUP155, NUP170, NUP157; nuclear pore complex protein Nup155"	Yes	no	1.394	7	0	7	0	1	0	0	1	2
14128	RTO3OG3101	"K14015: NPLOC4, NPL4; nuclear protein localization protein 4 homolog"	Yes	no	1.399	4	0	4	0	0	0	1	1	2
11898	RTO3OG1820	K14007: SEC24; protein transport protein SEC24	Yes	no	1.407	4	0	4	1	0	0	1	0	2
14295	RTO3OG1273	"K02979: RP-S28e, RPS28; small subunit ribosomal protein S28e"	Yes	no	1.471	1	0	1	1	0	0	0	1	2
16476	RTO3OG3504	"K17637: EXOC2, SEC5; exocyst complex component 2"	Yes	no	1.491	6	0	6	1	0	0	0	1	2
12965	RTO3OG2287	K01836: PGM3; phosphoacetylglucosamine mutase	Yes	no	1.499	3	0	3	1	0	0	0	1	2
9669	RTO3OG3261	"K06947: GRC3, NOL9; polynucleotide 5'-hydroxyl-kinase GRC3/NOL9"	Yes	no	1.504	2	0	2	1	0	0	1	0	2
10206	RTO3OG4276	K04486: E3.1.3.15B; histidinol-phosphatase (PHP family)	Yes	no	1.635	2	0	2	0	0	0	1	1	2
16405	RTO3OG2521	"K14797: ENP1, BYSL; essential nuclear protein 1"	Yes	no	1.689	3	0	3	1	0	0	1	0	2
9503	RTO3OG2318	"K04532: NAE1, APPBP1; amyloid beta precursor protein binding protein 1"	Yes	no	1.715	4	0	4	0	0	0	1	1	2
12551	RTO3OG4165	"K01497: ribA, RIB1; GTP cyclohydrolase II"	Yes	no	1.72	4	0	4	0	0	0	1	1	2
9782	RTO3OG3345	K19801: PI4KB; phosphatidylinositol 4-kinase B	Yes	no	1.726	8	0	8	1	0	0	1	0	2
9347	RTO3OG2288	"K03123: TFIIA2, GTF2A2, TOA2; transcription initiation factor TFIIA small subunit"	Yes	no	1.73	1	0	1	1	0	0	1	0	2
16484	RTO3OG3313	"K00949: thiN, TPK1, THI80; thiamine pyrophosphokinase"	Yes	no	1.775	2	0	2	1	0	0	0	1	2
12779	RTO3OG3216	K14790: NOP9; nucleolar protein 9	Yes	no	1.829	5	0	5	1	0	0	1	0	2
14647	RTO3OG3719	K13110: MFAP1; microfibrillar-associated protein 1	Yes	no	1.865	4	0	4	0	0	0	1	1	2
9299	RTO3OG2664	K14794: RRP12; ribosomal RNA-processing protein 12	Yes	no	1.912	8	0	8	1	0	0	1	0	2
12815	RTO3OG2367	"K12666: OST1, RPN1; oligosaccharyltransferase complex subunit alpha (ribophorin I)"	Yes	no	1.931	4	0	4	1	0	0	1	0	2
13640	RTO3OG1785	K02731: PSMA7; 20S proteasome subunit alpha 4	Yes	no	1.94	3	0	3	1	0	0	0	1	2
15032	RTO3OG1730	K03165: TOP3; DNA topoisomerase III	Yes	no	1.949	8	0	8	0	0	0	1	1	2
9127	RTO3OG1443	K08486: STX1B_2_3; syntaxin 1B/2/3	Yes	no	1.963	4	0	4	0	0	0	1	1	2
10617	RTO3OG1759	K10753: ASF1; histone chaperone ASF1	Yes	no	1.974	2	0	2	0	0	0	1	1	2
14445	RTO3OG3474	KOG3869: Uncharacterized conserved protein	Yes	no	1.979	3	0	3	1	0	0	1	0	2
14875	RTO3OG1102	K09503: DNAJA2; DnaJ homolog subfamily A member 2	Yes	no	0	0	0	0	0	0	0	0	1	1
8889	RTO3OG1159	"K15102: SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3"	Yes	no	0	0	0	0	0	0	0	0	1	1
15257	RTO3OG1169	K17065: DNM1L; dynamin 1-like protein	Yes	no	0	0	0	0	0	0	0	0	1	1
12704	RTO3OG1245	"K05863: SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31"	Yes	no	0	0	0	0	1	0	0	0	0	1
10007	RTO3OG1286	"K00164: OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component"	Yes	no	0	0	0	0	0	0	0	0	1	1
10737	RTO3OG1375	"K02997: RP-S9e, RPS9; small subunit ribosomal protein S9e"	Yes	no	0	0	0	0	0	0	0	0	1	1
16097	RTO3OG1433	KOG0537: Cytochrome b5	Yes	no	0	0	0	0	0	0	0	0	1	1
10684	RTO3OG1470	"K02889: RP-L21e, RPL21; large subunit ribosomal protein L21e"	Yes	no	0	0	0	0	0	0	0	0	1	1
8751	RTO3OG1475	"K02922: RP-L37e, RPL37; large subunit ribosomal protein L37e"	Yes	no	0	0	0	0	0	0	0	0	1	1
12150	RTO3OG1476	K04354: PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B	Yes	no	0	0	0	0	0	0	0	0	1	1
13165	RTO3OG1487	"K02901: RP-L27e, RPL27; large subunit ribosomal protein L27e"	Yes	no	0	0	0	0	0	0	0	0	1	1
14937	RTO3OG1530	"K02978: RP-S27e, RPS27; small subunit ribosomal protein S27e"	Yes	no	0	0	0	0	0	0	0	0	1	1
15492	RTO3OG1535	"K02872: RP-L13Ae, RPL13A; large subunit ribosomal protein L13Ae"	Yes	no	0	0	0	0	0	0	0	0	1	1
16359	RTO3OG1555	"K02132: ATPeF1A, ATP5A1, ATP1; F-type H+-transporting ATPase subunit alpha"	Yes	no	0	0	0	0	0	0	0	0	1	1
16419	RTO3OG1562	"K02958: RP-S15e, RPS15; small subunit ribosomal protein S15e"	Yes	no	0	0	0	0	1	0	0	0	0	1
16579	RTO3OG1563	"K02894: RP-L23e, RPL23; large subunit ribosomal protein L23e"	Yes	no	0	0	0	0	0	0	0	1	0	1
11178	RTO3OG1583	K00026: MDH2; malate dehydrogenase	Yes	no	0	0	0	0	0	0	0	0	1	1
9775	RTO3OG1589	"K02937: RP-L7e, RPL7; large subunit ribosomal protein L7e"	Yes	no	0	0	0	0	0	0	0	1	0	1
10325	RTO3OG1600	"K02984: RP-S3Ae, RPS3A; small subunit ribosomal protein S3Ae"	Yes	no	0	0	2	2	0	0	0	0	1	1
9351	RTO3OG1601	"K02974: RP-S24e, RPS24; small subunit ribosomal protein S24e"	Yes	no	0	0	0	0	0	0	0	0	1	1
12418	RTO3OG1632	"K02885: RP-L19e, RPL19; large subunit ribosomal protein L19e"	Yes	no	0	0	0	0	0	0	0	0	1	1
9458	RTO3OG1635	K12393: AP1M; AP-1 complex subunit mu	Yes	no	0	0	0	0	0	0	0	0	1	1
12339	RTO3OG1648	"K02964: RP-S18e, RPS18; small subunit ribosomal protein S18e"	Yes	no	0	0	0	0	0	0	0	0	1	1
12481	RTO3OG1655	"K02993: RP-S7e, RPS7; small subunit ribosomal protein S7e"	Yes	no	0	0	0	0	0	0	0	1	0	1
15054	RTO3OG1667	"K02875: RP-L14e, RPL14; large subunit ribosomal protein L14e"	Yes	no	0	0	0	0	0	0	0	0	1	1
9778	RTO3OG1677	"K02920: RP-L36e, RPL36; large subunit ribosomal protein L36e"	Yes	no	0	0	0	0	0	0	0	0	1	1
14765	RTO3OG1680	"K02976: RP-S26e, RPS26; small subunit ribosomal protein S26e"	Yes	no	0	0	0	0	0	0	0	0	1	1
14001	RTO3OG1682	"K01679: E4.2.1.2B, fumC; fumarate hydratase, class II"	Yes	no	0	0	0	0	0	0	0	0	1	1
11915	RTO3OG1685	"K02973: RP-S23e, RPS23; small subunit ribosomal protein S23e"	Yes	no	0	0	0	0	0	0	0	0	1	1
14964	RTO3OG1689	"K02898: RP-L26e, RPL26; large subunit ribosomal protein L26e"	Yes	no	0	0	0	0	0	0	0	0	1	1
15589	RTO3OG1693	"K02133: ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta"	Yes	no	0	0	0	0	0	0	0	0	1	1
8844	RTO3OG1744	"K02951: RP-S12e, RPS12; small subunit ribosomal protein S12e"	Yes	no	0	0	0	0	0	0	0	0	1	1
13630	RTO3OG1747	"K00161: PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit"	Yes	no	0	0	0	0	0	0	0	1	0	1
11206	RTO3OG1845	"K02934: RP-L6e, RPL6; large subunit ribosomal protein L6e"	Yes	no	0	0	0	0	0	0	0	0	1	1
16564	RTO3OG1857	K13501: TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase	Yes	no	0	0	0	0	0	0	0	1	0	1
12912	RTO3OG1893	"K01251: E3.3.1.1, ahcY; adenosylhomocysteinase"	Yes	no	0	0	0	0	1	0	0	0	0	1
14720	RTO3OG1895	"K02980: RP-S29e, RPS29; small subunit ribosomal protein S29e"	Yes	no	0	0	0	0	0	0	0	0	1	1
13898	RTO3OG1897	"K02949: RP-S11e, RPS11; small subunit ribosomal protein S11e"	Yes	no	0	0	0	0	0	0	0	0	1	1
16144	RTO3OG1912	K01899: LSC1; succinyl-CoA synthetase alpha subunit	Yes	no	0	0	0	0	0	0	0	0	1	1
14009	RTO3OG1913	"K02879: RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17"	Yes	no	0	0	0	0	0	0	0	1	0	1
10173	RTO3OG1927	"K00616: E2.2.1.2, talA, talB; transaldolase"	Yes	no	0	0	0	0	0	0	0	0	1	1
10040	RTO3OG1984	"K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase"	Yes	no	0	0	0	0	0	0	0	1	0	1
9574	RTO3OG1989	K00021: HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH)	Yes	no	0	0	0	0	0	0	0	0	1	1
14235	RTO3OG2046	"K02950: RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12"	Yes	no	0	0	0	0	0	0	0	1	0	1
12016	RTO3OG2125	"K15448: TRM112, TRMT112; multifunctional methyltransferase subunit TRM112"	Yes	no	0	0	0	0	1	0	0	0	0	1
15810	RTO3OG2214	"K02886: RP-L2, MRPL2, rplB; large subunit ribosomal protein L2"	Yes	no	0	0	0	0	0	0	0	1	0	1
11958	RTO3OG2235	"K02136: ATPeF1G, ATP5C1, ATP3; F-type H+-transporting ATPase subunit gamma"	Yes	no	0	0	0	0	0	0	0	0	1	1
